record_birds,record_id,species_common_name,species_scientific_name,species_abbreviation,count,accompanying_numbers,accompanying_ocurrence,record_ship,date,time,lat,long,ship_act,speed,cloud_cover,precipitation,wind_speed,sea_state,obs
917,1114029,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,218,1975-12-19T00:00:00Z, 16:57:00,-59,84,1,11,2,0,3,3,HAND
918,1114029,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,3,0,N,218,1975-12-19T00:00:00Z, 16:57:00,-59,84,1,11,2,0,3,3,HAND
919,1114030,Antarctic fulmar,Fulmarus glacialoides,FULGLA,2,0,N,219,1975-12-20T00:00:00Z, 09:05:00,-61,81,1,12,1,0,0,1,HAND
922,1114031,Cape petrel,Daption capense,DAPCAP,3,0,N,220,1975-12-20T00:00:00Z, 13:00:00,-62,80,1,12,0,0,1,1,HAND
923,1114031,Prion (unidentified),Pachyptila sp,PACSP,1,0,N,220,1975-12-20T00:00:00Z, 13:00:00,-62,80,1,12,0,0,1,1,HAND
924,1114031,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2,0,N,220,1975-12-20T00:00:00Z, 13:00:00,-62,80,1,12,0,0,1,1,HAND
925,1114032,Cape petrel,Daption capense,DAPCAP,3,0,N,221,1975-12-20T00:00:00Z, 16:55:00,-62,78,1,12,1,0,2,1,HAND
926,1114032,Prion (unidentified),Pachyptila sp,PACSP,18,0,N,221,1975-12-20T00:00:00Z, 16:55:00,-62,78,1,12,1,0,2,1,HAND
927,1114032,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,2,0,N,221,1975-12-20T00:00:00Z, 16:55:00,-62,78,1,12,1,0,2,1,HAND
930,1114034,Giant petrel sensu lato,Macronectes sp.,MACSP,1,0,N,223,1975-12-21T00:00:00Z, 13:00:00,-65,78,1,5,0,0,1,1,HAND
931,1114034,Antarctic fulmar,Fulmarus glacialoides,FULGLA,2,0,N,223,1975-12-21T00:00:00Z, 13:00:00,-65,78,1,5,0,0,1,1,HAND
932,1114034,Antarctic petrel,Thalassoica antarctica,THAANT,6,6,Y,223,1975-12-21T00:00:00Z, 13:00:00,-65,78,1,5,0,0,1,1,HAND
934,1114035,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1,1,Y,224,1975-12-21T00:00:00Z, 16:55:00,-64,76,1,11,2,0,2,3,HAND
935,1114035,Giant petrel sensu lato,Macronectes sp.,MACSP,4,4,Y,224,1975-12-21T00:00:00Z, 16:55:00,-64,76,1,11,2,0,2,3,HAND
936,1114035,Antarctic fulmar,Fulmarus glacialoides,FULGLA,2,0,N,224,1975-12-21T00:00:00Z, 16:55:00,-64,76,1,11,2,0,2,3,HAND
937,1114035,Cape petrel,Daption capense,DAPCAP,2,0,N,224,1975-12-21T00:00:00Z, 16:55:00,-64,76,1,11,2,0,2,3,HAND
938,1114035,Prion (unidentified),Pachyptila sp,PACSP,1,0,N,224,1975-12-21T00:00:00Z, 16:55:00,-64,76,1,11,2,0,2,3,HAND
939,1114035,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,1,Y,224,1975-12-21T00:00:00Z, 16:55:00,-64,76,1,11,2,0,2,3,HAND
940,1114035,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,2,1,Y,224,1975-12-21T00:00:00Z, 16:55:00,-64,76,1,11,2,0,2,3,HAND
941,1114035,Antarctic petrel,Thalassoica antarctica,THAANT,13,0,N,224,1975-12-21T00:00:00Z, 16:55:00,-64,76,1,11,2,0,2,3,HAND
942,1114036,Antarctic petrel,Thalassoica antarctica,THAANT,3,0,N,225,1975-12-22T00:00:00Z, 09:10:00,-64.2,69.33333333333333,1,12,2,0,3,3,HAND
943,1114037,Antarctic fulmar,Fulmarus glacialoides,FULGLA,2,0,N,226,1975-12-22T00:00:00Z, 13:00:00,-65,68,1,12,0,0,1,3,HAND
944,1114037,Cape petrel,Daption capense,DAPCAP,5,5,Y,226,1975-12-22T00:00:00Z, 13:00:00,-65,68,1,12,0,0,1,3,HAND
945,1114037,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,3,0,N,226,1975-12-22T00:00:00Z, 13:00:00,-65,68,1,12,0,0,1,3,HAND
946,1114037,Antarctic petrel,Thalassoica antarctica,THAANT,9,9,Y,226,1975-12-22T00:00:00Z, 13:00:00,-65,68,1,12,0,0,1,3,HAND
950,1114039,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1,0,N,228,1975-12-23T00:00:00Z, 09:00:00,-63.43333333333333,65.7,8,0,2,2,8,6,HAND
951,1114039,Cape petrel,Daption capense,DAPCAP,1,1,Y,228,1975-12-23T00:00:00Z, 09:00:00,-63.43333333333333,65.7,8,0,2,2,8,6,HAND
952,1114039,Prion (unidentified),Pachyptila sp,PACSP,2,0,N,228,1975-12-23T00:00:00Z, 09:00:00,-63.43333333333333,65.7,8,0,2,2,8,6,HAND
953,1114039,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,3,0,N,228,1975-12-23T00:00:00Z, 09:00:00,-63.43333333333333,65.7,8,0,2,2,8,6,HAND
955,1114040,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,3,0,N,229,1975-12-23T00:00:00Z, 16:54:00,-63,66,1,1,2,0,8,5,HAND
956,1114040,Giant petrel sensu lato,Macronectes sp.,MACSP,6,0,N,229,1975-12-23T00:00:00Z, 16:54:00,-63,66,1,1,2,0,8,5,HAND
957,1114040,Antarctic fulmar,Fulmarus glacialoides,FULGLA,1,0,N,229,1975-12-23T00:00:00Z, 16:54:00,-63,66,1,1,2,0,8,5,HAND
958,1114040,Cape petrel,Daption capense,DAPCAP,3,0,N,229,1975-12-23T00:00:00Z, 16:54:00,-63,66,1,1,2,0,8,5,HAND
959,1114040,Prion (unidentified),Pachyptila sp,PACSP,7,0,N,229,1975-12-23T00:00:00Z, 16:54:00,-63,66,1,1,2,0,8,5,HAND
960,1114040,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,4,0,N,229,1975-12-23T00:00:00Z, 16:54:00,-63,66,1,1,2,0,8,5,HAND
961,1114041,Sooty albatross,Phoebetria fusca,PHOFUS,1,1,Y,230,1975-12-24T00:00:00Z, 09:00:00,-63.68333333333333,64.26666666666667,1,11,1,0,3,3,HAND
962,1114041,Antarctic fulmar,Fulmarus glacialoides,FULGLA,3,0,N,230,1975-12-24T00:00:00Z, 09:00:00,-63.68333333333333,64.26666666666667,1,11,1,0,3,3,HAND
963,1114041,Prion (unidentified),Pachyptila sp,PACSP,10,0,N,230,1975-12-24T00:00:00Z, 09:00:00,-63.68333333333333,64.26666666666667,1,11,1,0,3,3,HAND
964,1114041,Antarctic petrel,Thalassoica antarctica,THAANT,2,2,Y,230,1975-12-24T00:00:00Z, 09:00:00,-63.68333333333333,64.26666666666667,1,11,1,0,3,3,HAND
967,1114043,Antarctic fulmar,Fulmarus glacialoides,FULGLA,1,0,N,232,1975-12-24T00:00:00Z, 16:54:00,-64,62,1,12,2,0,3,3,HAND
968,1114043,Cape petrel,Daption capense,DAPCAP,2,0,N,232,1975-12-24T00:00:00Z, 16:54:00,-64,62,1,12,2,0,3,3,HAND
969,1114043,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2,0,N,232,1975-12-24T00:00:00Z, 16:54:00,-64,62,1,12,2,0,3,3,HAND
970,1114043,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,6,0,N,232,1975-12-24T00:00:00Z, 16:54:00,-64,62,1,12,2,0,3,3,HAND
971,1114043,Antarctic petrel,Thalassoica antarctica,THAANT,11,4,Y,232,1975-12-24T00:00:00Z, 16:54:00,-64,62,1,12,2,0,3,3,HAND
972,1114043,Snow petrel,Pagodroma nivea,PAGNIV,2,0,N,232,1975-12-24T00:00:00Z, 16:54:00,-64,62,1,12,2,0,3,3,HAND
975,2001001,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,60,0,N,234,1976-01-31T00:00:00Z, 08:00:00,-40,148,1,14.5,1,0,3,3,JENK
976,2001001,Red-billed gull AD,Larus novaehollandiae AD,LARNOV AD,2,2,Y,234,1976-01-31T00:00:00Z, 08:00:00,-40,148,1,14.5,1,0,3,3,JENK
978,2001002,Red-billed gull AD,Larus novaehollandiae AD,LARNOV AD,2,2,Y,235,1976-01-31T00:00:00Z, 09:00:00,-40,148,1,14.5,1,0,3,3,JENK
979,2001003,Southern royal albatross,Diomedea epomophora,DIOEPO,1,0,N,236,1976-01-31T00:00:00Z, 10:00:00,-40,148,1,14.5,1,0,3,3,JENK
980,2001003,Northern royal albatross,Diomedea sanfordi,DIOSAN,1,0,N,236,1976-01-31T00:00:00Z, 10:00:00,-40,148,1,14.5,1,0,3,3,JENK
983,2001003,Red-billed gull AD,Larus novaehollandiae AD,LARNOV AD,2,2,Y,236,1976-01-31T00:00:00Z, 10:00:00,-40,148,1,14.5,1,0,3,3,JENK
984,2001004,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,3,0,N,237,1976-01-31T00:00:00Z, 11:00:00,-40,149,1,14.5,1,0,3,3,JENK
985,2001004,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,237,1976-01-31T00:00:00Z, 11:00:00,-40,149,1,14.5,1,0,3,3,JENK
986,2001004,Giant petrel sensu lato,Macronectes sp.,MACSP,1,0,N,237,1976-01-31T00:00:00Z, 11:00:00,-40,149,1,14.5,1,0,3,3,JENK
987,2001005,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,2,0,N,238,1976-01-31T00:00:00Z, 12:00:00,-41,149,1,15,1,0,3,3,JENK
988,2001005,Shy / White-capped mollymawk,Thallassarche cauta cauta / steadi,THACAUCAUSTE,1,0,N,238,1976-01-31T00:00:00Z, 12:00:00,-41,149,1,15,1,0,3,3,JENK
989,2001005,Giant petrel sensu lato,Macronectes sp.,MACSP,1,0,N,238,1976-01-31T00:00:00Z, 12:00:00,-41,149,1,15,1,0,3,3,JENK
990,2001006,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,2,0,N,239,1976-01-31T00:00:00Z, 13:00:00,-41,149,1,15,1,0,3,3,JENK
991,2001006,Giant petrel sensu lato,Macronectes sp.,MACSP,1,0,N,239,1976-01-31T00:00:00Z, 13:00:00,-41,149,1,15,1,0,3,3,JENK
992,2001007,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,240,1976-01-31T00:00:00Z, 14:30:00,-41,150,1,15,1,0,3,3,JENK
993,2001007,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,1,Y,240,1976-01-31T00:00:00Z, 14:30:00,-41,150,1,15,1,0,3,3,JENK
995,2001007,Wandering albatross sensu lato PL5,Diomedea antipodensis / exulans PL5,DIOANTEXU PL5,1,1,Y,240,1976-01-31T00:00:00Z, 14:30:00,-41,150,1,15,1,0,3,3,JENK
997,2001007,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,240,1976-01-31T00:00:00Z, 14:30:00,-41,150,1,15,1,0,3,3,JENK
998,2001007,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2,0,N,240,1976-01-31T00:00:00Z, 14:30:00,-41,150,1,15,1,0,3,3,JENK
999,2001008,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,241,1976-01-31T00:00:00Z, 15:00:00,-41,150,1,15,1,0,3,3,JENK
1000,2001008,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,1,Y,241,1976-01-31T00:00:00Z, 15:00:00,-41,150,1,15,1,0,3,3,JENK
1003,2001008,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,241,1976-01-31T00:00:00Z, 15:00:00,-41,150,1,15,1,0,3,3,JENK
1004,2001008,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1,0,N,241,1976-01-31T00:00:00Z, 15:00:00,-41,150,1,15,1,0,3,3,JENK
1005,2001009,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,1,Y,242,1976-01-31T00:00:00Z, 16:00:00,-41,150,1,15,1,0,3,3,JENK
1007,2001009,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1,0,N,242,1976-01-31T00:00:00Z, 16:00:00,-41,150,1,15,1,0,3,3,JENK
1008,2001010,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,1,Y,243,1976-01-31T00:00:00Z, 16:30:00,-41,151,1,15,1,0,3,3,JENK
1010,2001010,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,243,1976-01-31T00:00:00Z, 16:30:00,-41,151,1,15,1,0,3,3,JENK
1011,2001010,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2,0,N,243,1976-01-31T00:00:00Z, 16:30:00,-41,151,1,15,1,0,3,3,JENK
1012,2001011,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,244,1976-01-31T00:00:00Z, 18:00:00,-41,151,1,15,1,0,3,3,JENK
1013,2001012,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,245,1976-02-01T00:00:00Z, 16:00:00,-43,157,1,15,2,0,5,4,JENK
1014,2001012,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,245,1976-02-01T00:00:00Z, 16:00:00,-43,157,1,15,2,0,5,4,JENK
1016,2001013,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,246,1976-02-01T00:00:00Z, 18:30:00,-44,158,1,15,2,2,5,4,JENK
1017,2001013,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,0,N,246,1976-02-01T00:00:00Z, 18:30:00,-44,158,1,15,2,2,5,4,JENK
1018,2001013,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,246,1976-02-01T00:00:00Z, 18:30:00,-44,158,1,15,2,2,5,4,JENK
1019,2001013,Prion (unidentified),Pachyptila sp,PACSP,15,0,N,246,1976-02-01T00:00:00Z, 18:30:00,-44,158,1,15,2,2,5,4,JENK
1021,2001014,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,247,1976-02-01T00:00:00Z, 19:30:00,-44,159,1,15,2,8,5,4,JENK
1022,2001014,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,0,N,247,1976-02-01T00:00:00Z, 19:30:00,-44,159,1,15,2,8,5,4,JENK
1023,2001014,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,247,1976-02-01T00:00:00Z, 19:30:00,-44,159,1,15,2,8,5,4,JENK
1024,2001015,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,248,1976-02-02T00:00:00Z, 08:00:00,-45,162,1,15,2,8,4,4,JENK
1025,2001015,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1,0,N,248,1976-02-02T00:00:00Z, 08:00:00,-45,162,1,15,2,8,4,4,JENK
1026,2001016,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,249,1976-02-02T00:00:00Z, 09:30:00,-45,163,1,15,2,0,4,4,JENK
1027,2001016,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1,0,N,249,1976-02-02T00:00:00Z, 09:30:00,-45,163,1,15,2,0,4,4,JENK
1028,2001017,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,250,1976-02-02T00:00:00Z, 10:00:00,-45,162,1,15,2,0,5,4,JENK
1029,2001017,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,250,1976-02-02T00:00:00Z, 10:00:00,-45,162,1,15,2,0,5,4,JENK
1030,2001017,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1,0,N,250,1976-02-02T00:00:00Z, 10:00:00,-45,162,1,15,2,0,5,4,JENK
1031,2001017,Skua (unidentified),Catharacta / Stercorarius sp.,SKUAUN,1,0,N,250,1976-02-02T00:00:00Z, 10:00:00,-45,162,1,15,2,0,5,4,JENK
1032,2001018,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,1,Y,251,1976-02-02T00:00:00Z, 12:00:00,-45,164,1,15,2,0,6,4,JENK
1035,2001018,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,1,Y,251,1976-02-02T00:00:00Z, 12:00:00,-45,164,1,15,2,0,6,4,JENK
1036,2001018,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,251,1976-02-02T00:00:00Z, 12:00:00,-45,164,1,15,2,0,6,4,JENK
1037,2001018,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,251,1976-02-02T00:00:00Z, 12:00:00,-45,164,1,15,2,0,6,4,JENK
1038,2001018,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,251,1976-02-02T00:00:00Z, 12:00:00,-45,164,1,15,2,0,6,4,JENK
1039,2001018,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,4,0,N,251,1976-02-02T00:00:00Z, 12:00:00,-45,164,1,15,2,0,6,4,JENK
1043,2001019,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,1,Y,252,1976-02-02T00:00:00Z, 14:00:00,-45,164,1,15,2,0,6,5,JENK
1044,2001019,Giant petrel sensu lato,Macronectes sp.,MACSP,1,0,N,252,1976-02-02T00:00:00Z, 14:00:00,-45,164,1,15,2,0,6,5,JENK
1045,2001019,Cape petrel,Daption capense,DAPCAP,1,0,N,252,1976-02-02T00:00:00Z, 14:00:00,-45,164,1,15,2,0,6,5,JENK
1046,2001019,Sooty shearwater,Puffinus griseus,PUFGRI,50,0,N,252,1976-02-02T00:00:00Z, 14:00:00,-45,164,1,15,2,0,6,5,JENK
1047,2001019,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,3,0,N,252,1976-02-02T00:00:00Z, 14:00:00,-45,164,1,15,2,0,6,5,JENK
1048,2001020,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,0,N,253,1976-02-02T00:00:00Z, 15:00:00,-45,165,1,15,2,0,7,5,JENK
1049,2001020,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,253,1976-02-02T00:00:00Z, 15:00:00,-45,165,1,15,2,0,7,5,JENK
1050,2001020,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,253,1976-02-02T00:00:00Z, 15:00:00,-45,165,1,15,2,0,7,5,JENK
1051,2001020,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,253,1976-02-02T00:00:00Z, 15:00:00,-45,165,1,15,2,0,7,5,JENK
1052,2001020,Giant petrel sensu lato,Macronectes sp.,MACSP,1,0,N,253,1976-02-02T00:00:00Z, 15:00:00,-45,165,1,15,2,0,7,5,JENK
1053,2001020,Cape petrel,Daption capense,DAPCAP,1,0,N,253,1976-02-02T00:00:00Z, 15:00:00,-45,165,1,15,2,0,7,5,JENK
1057,2001021,Salvin's mollymawk,Thalassarche salvini,THASAL,2,0,N,254,1976-02-02T00:00:00Z, 16:00:00,-46,165,1,15,2,0,7,5,JENK
1058,2001021,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,1,0,N,254,1976-02-02T00:00:00Z, 16:00:00,-46,165,1,15,2,0,7,5,JENK
1059,2001021,Cape petrel,Daption capense,DAPCAP,1,1,Y,254,1976-02-02T00:00:00Z, 16:00:00,-46,165,1,15,2,0,7,5,JENK
1061,2001021,Prion (unidentified),Pachyptila sp,PACSP,12,0,N,254,1976-02-02T00:00:00Z, 16:00:00,-46,165,1,15,2,0,7,5,JENK
1062,2001021,Sooty shearwater,Puffinus griseus,PUFGRI,20,0,N,254,1976-02-02T00:00:00Z, 16:00:00,-46,165,1,15,2,0,7,5,JENK
1063,2001021,Black-bellied storm petrel,Fregetta tropica,FRETRO,1,0,N,254,1976-02-02T00:00:00Z, 16:00:00,-46,165,1,15,2,0,7,5,JENK
1070,2001022,Salvin's mollymawk,Thalassarche salvini,THASAL,1,0,N,255,1976-02-02T00:00:00Z, 16:30:00,-46,165,1,15,2,0,7,6,JENK
1071,2001022,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,255,1976-02-02T00:00:00Z, 16:30:00,-46,165,1,15,2,0,7,6,JENK
1072,2001022,Cape petrel,Daption capense,DAPCAP,1,1,Y,255,1976-02-02T00:00:00Z, 16:30:00,-46,165,1,15,2,0,7,6,JENK
1073,2001022,Mottled petrel,Pterodroma inexpectata,PTEINE,12,0,N,255,1976-02-02T00:00:00Z, 16:30:00,-46,165,1,15,2,0,7,6,JENK
1074,2001022,Prion (unidentified),Pachyptila sp,PACSP,20,0,N,255,1976-02-02T00:00:00Z, 16:30:00,-46,165,1,15,2,0,7,6,JENK
1075,2001022,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,255,1976-02-02T00:00:00Z, 16:30:00,-46,165,1,15,2,0,7,6,JENK
1076,2001022,Sooty shearwater,Puffinus griseus,PUFGRI,25,0,N,255,1976-02-02T00:00:00Z, 16:30:00,-46,165,1,15,2,0,7,6,JENK
1077,2001022,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,3,0,N,255,1976-02-02T00:00:00Z, 16:30:00,-46,165,1,15,2,0,7,6,JENK
1083,2001023,Salvin's mollymawk,Thalassarche salvini,THASAL,1,0,N,256,1976-02-02T00:00:00Z, 17:00:00,-46,165,1,15,2,0,7,6,JENK
1084,2001023,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,256,1976-02-02T00:00:00Z, 17:00:00,-46,165,1,15,2,0,7,6,JENK
1085,2001023,Cape petrel,Daption capense,DAPCAP,1,1,Y,256,1976-02-02T00:00:00Z, 17:00:00,-46,165,1,15,2,0,7,6,JENK
1086,2001023,Mottled petrel,Pterodroma inexpectata,PTEINE,8,0,N,256,1976-02-02T00:00:00Z, 17:00:00,-46,165,1,15,2,0,7,6,JENK
1088,2001023,Sooty shearwater,Puffinus griseus,PUFGRI,20,0,N,256,1976-02-02T00:00:00Z, 17:00:00,-46,165,1,15,2,0,7,6,JENK
1089,2001023,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,3,0,N,256,1976-02-02T00:00:00Z, 17:00:00,-46,165,1,15,2,0,7,6,JENK
1094,2001024,Salvin's mollymawk,Thalassarche salvini,THASAL,8,0,N,257,1976-02-02T00:00:00Z, 18:00:00,-46,166,1,15,2,0,7,6,JENK
1095,2001024,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,1,0,N,257,1976-02-02T00:00:00Z, 18:00:00,-46,166,1,15,2,0,7,6,JENK
1097,2001024,Mottled petrel,Pterodroma inexpectata,PTEINE,12,0,N,257,1976-02-02T00:00:00Z, 18:00:00,-46,166,1,15,2,0,7,6,JENK
1098,2001024,Gould's petrel,Pterodroma leucoptera,PTELEU,1,0,N,257,1976-02-02T00:00:00Z, 18:00:00,-46,166,1,15,2,0,7,6,JENK
1099,2001024,Sooty shearwater,Puffinus griseus,PUFGRI,40,0,N,257,1976-02-02T00:00:00Z, 18:00:00,-46,166,1,15,2,0,7,6,JENK
1100,2001024,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2,0,N,257,1976-02-02T00:00:00Z, 18:00:00,-46,166,1,15,2,0,7,6,JENK
1101,2001024,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,1,0,N,257,1976-02-02T00:00:00Z, 18:00:00,-46,166,1,15,2,0,7,6,JENK
1104,2001025,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,1,Y,258,1976-02-02T00:00:00Z, 19:30:00,-46,166,1,15,2,0,7,6,JENK
1106,2001025,Salvin's mollymawk,Thalassarche salvini,THASAL,6,0,N,258,1976-02-02T00:00:00Z, 19:30:00,-46,166,1,15,2,0,7,6,JENK
1107,2001025,Cape petrel,Daption capense,DAPCAP,1,1,Y,258,1976-02-02T00:00:00Z, 19:30:00,-46,166,1,15,2,0,7,6,JENK
1108,2001025,Mottled petrel,Pterodroma inexpectata,PTEINE,1,0,N,258,1976-02-02T00:00:00Z, 19:30:00,-46,166,1,15,2,0,7,6,JENK
1110,2001025,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,1,1,Y,258,1976-02-02T00:00:00Z, 19:30:00,-46,166,1,15,2,0,7,6,JENK
1112,2001026,Arctic skua,Stercorarius parasiticus,STEPAR1,1,0,N,259,1976-02-02T00:00:00Z, 20:15:00,-46,166,1,15,2,0,7,6,JENK
1113,2001027,Salvin's mollymawk,Thalassarche salvini,THASAL,1,0,N,260,1976-02-03T00:00:00Z, 07:30:00,-46,170,1,15.5,2,0,3,3,JENK
1114,2001027,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,260,1976-02-03T00:00:00Z, 07:30:00,-46,170,1,15.5,2,0,3,3,JENK
1116,2001027,Sooty shearwater,Puffinus griseus,PUFGRI,100,0,N,260,1976-02-03T00:00:00Z, 07:30:00,-46,170,1,15.5,2,0,3,3,JENK
1117,2001028,Salvin's mollymawk,Thalassarche salvini,THASAL,4,0,N,261,1976-02-03T00:00:00Z, 08:00:00,-45,170,1,15.5,1,0,3,3,JENK
1120,2001028,Sooty shearwater,Puffinus griseus,PUFGRI,150,0,N,261,1976-02-03T00:00:00Z, 08:00:00,-45,170,1,15.5,1,0,3,3,JENK
1121,2001028,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,8,8,Y,261,1976-02-03T00:00:00Z, 08:00:00,-45,170,1,15.5,1,0,3,3,JENK
1123,2005002,Prion (unidentified),Pachyptila sp,PACSP,1,0,N,263,1976-02-12T00:00:00Z, 08:00:00,-46,167,1,15,1,0,5,4,JENK
1125,2005003,Buller's mollymawk,Thalassarche bulleri,THABUL,3,0,N,264,1976-02-12T00:00:00Z, 09:00:00,-46,167,1,15,1,0,5,4,JENK
1126,2005003,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,264,1976-02-12T00:00:00Z, 09:00:00,-46,167,1,15,1,0,5,4,JENK
1127,2005003,Mottled petrel,Pterodroma inexpectata,PTEINE,1,0,N,264,1976-02-12T00:00:00Z, 09:00:00,-46,167,1,15,1,0,5,4,JENK
1128,2005003,Prion (unidentified),Pachyptila sp,PACSP,6,0,N,264,1976-02-12T00:00:00Z, 09:00:00,-46,167,1,15,1,0,5,4,JENK
1130,2005004,Buller's mollymawk,Thalassarche bulleri,THABUL,2,0,N,265,1976-02-12T00:00:00Z, 09:30:00,-46,167,1,15,1,0,5,4,JENK
