record_birds,record_id,species_common_name,species_scientific_name,species_abbreviation,count,accompanying_numbers,accompanying_ocurrence,record_ship,date,time,lat,long,ship_act,speed,cloud_cover,precipitation,wind_speed,sea_state,obs
696,1105013,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,155,1975-12-26T00:00:00Z, 15:05:00,-33,162,1,14,1,0,6,5,CHES
697,1105013,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2,0,N,155,1975-12-26T00:00:00Z, 15:05:00,-33,162,1,14,1,0,6,5,CHES
698,1105014,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,156,1975-12-26T00:00:00Z, 15:50:00,-33,162,1,14,1,0,6,5,CHES
699,1105014,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,156,1975-12-26T00:00:00Z, 15:50:00,-33,162,1,14,1,0,6,5,CHES
700,1105014,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,156,1975-12-26T00:00:00Z, 15:50:00,-33,162,1,14,1,0,6,5,CHES
701,1105015,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,157,1975-12-26T00:00:00Z, 17:00:00,-33.233333333333334,163.08333333333334,1,14,1,0,6,5,CHES
702,1105015,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,157,1975-12-26T00:00:00Z, 17:00:00,-33.233333333333334,163.08333333333334,1,14,1,0,6,5,CHES
703,1105015,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,157,1975-12-26T00:00:00Z, 17:00:00,-33.233333333333334,163.08333333333334,1,14,1,0,6,5,CHES
705,1105015,Masked booby SUBAD,Sula dactylatra SUBAD,SULDAC SUBAD,1,1,Y,157,1975-12-26T00:00:00Z, 17:00:00,-33.233333333333334,163.08333333333334,1,14,1,0,6,5,CHES
706,1105016,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,158,1975-12-26T00:00:00Z, 19:35:00,-33.31666666666667,163.7,1,14,1,0,6,5,CHES
707,1105016,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,1,Y,158,1975-12-26T00:00:00Z, 19:35:00,-33.31666666666667,163.7,1,14,1,0,6,5,CHES
709,1105016,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1,0,N,158,1975-12-26T00:00:00Z, 19:35:00,-33.31666666666667,163.7,1,14,1,0,6,5,CHES
710,1105017,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,4,0,N,159,1975-12-27T00:00:00Z, 09:50:00,-33,167,1,14,1,0,5,4,CHES
711,1105017,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,3,0,N,159,1975-12-27T00:00:00Z, 09:50:00,-33,167,1,14,1,0,5,4,CHES
712,1105017,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,159,1975-12-27T00:00:00Z, 09:50:00,-33,167,1,14,1,0,5,4,CHES
713,1105017,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1,0,N,159,1975-12-27T00:00:00Z, 09:50:00,-33,167,1,14,1,0,5,4,CHES
714,1105018,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,2,0,N,160,1975-12-27T00:00:00Z, 12:30:00,-33,168,1,14,1,0,5,4,CHES
715,1105018,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,160,1975-12-27T00:00:00Z, 12:30:00,-33,168,1,14,1,0,5,4,CHES
716,1105018,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,0,N,160,1975-12-27T00:00:00Z, 12:30:00,-33,168,1,14,1,0,5,4,CHES
717,1105018,Wandering albatross sensu lato PL5,Diomedea antipodensis / exulans PL5,DIOANTEXU PL5,1,0,N,160,1975-12-27T00:00:00Z, 12:30:00,-33,168,1,14,1,0,5,4,CHES
718,1105018,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1,0,N,160,1975-12-27T00:00:00Z, 12:30:00,-33,168,1,14,1,0,5,4,CHES
719,1105019,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,0,N,161,1975-12-27T00:00:00Z, 13:35:00,-33.916666666666664,168.55,1,14,1,0,5,4,CHES
721,1105019,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,0,N,161,1975-12-27T00:00:00Z, 13:35:00,-33.916666666666664,168.55,1,14,1,0,5,4,CHES
725,1105020,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,1,Y,162,1975-12-27T00:00:00Z, 13:55:00,-33.56666666666667,168.38333333333333,1,14,1,0,5,4,CHES
726,1105020,Australasian gannet AD,Morus serrator AD,MORSER AD,1,1,Y,162,1975-12-27T00:00:00Z, 13:55:00,-33.56666666666667,168.38333333333333,1,14,1,0,5,4,CHES
727,1105021,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,1,Y,163,1975-12-27T00:00:00Z, 15:10:00,-33,169,1,14,2,0,4,4,CHES
731,1105023,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,1,Y,165,1975-12-28T00:00:00Z, 12:30:00,-34.93333333333333,174.13333333333333,1,14,2,0,3,3,CHES
732,1105023,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,165,1975-12-28T00:00:00Z, 12:30:00,-34.93333333333333,174.13333333333333,1,14,2,0,3,3,CHES
734,1105023,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1,0,N,165,1975-12-28T00:00:00Z, 12:30:00,-34.93333333333333,174.13333333333333,1,14,2,0,3,3,CHES
735,1105023,White-faced storm petrel,Pelagodroma marina,PELMAR,2,0,N,165,1975-12-28T00:00:00Z, 12:30:00,-34.93333333333333,174.13333333333333,1,14,2,0,3,3,CHES
737,1105024,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,10,0,N,166,1975-12-28T00:00:00Z, 13:05:00,-35,174,1,15,2,0,3,3,CHES
738,1105024,Buller's shearwater,Puffinus bulleri,PUFBUL,5,0,N,166,1975-12-28T00:00:00Z, 13:05:00,-35,174,1,15,2,0,3,3,CHES
740,1105025,Giant petrel sensu lato,Macronectes sp.,MACSP,3,0,N,167,1975-12-28T00:00:00Z, 13:50:00,-35.36666666666667,174.5,1,15,2,0,4,3,CHES
741,1105025,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,2,0,N,167,1975-12-28T00:00:00Z, 13:50:00,-35.36666666666667,174.5,1,15,2,0,4,3,CHES
742,1105025,Buller's shearwater,Puffinus bulleri,PUFBUL,2,0,N,167,1975-12-28T00:00:00Z, 13:50:00,-35.36666666666667,174.5,1,15,2,0,4,3,CHES
743,1105025,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,1,0,N,167,1975-12-28T00:00:00Z, 13:50:00,-35.36666666666667,174.5,1,15,2,0,4,3,CHES
745,1105026,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,2,0,N,168,1975-12-28T00:00:00Z, 14:40:00,-35,174,1,15,2,0,4,3,CHES
746,1105026,Buller's shearwater,Puffinus bulleri,PUFBUL,5,0,N,168,1975-12-28T00:00:00Z, 14:40:00,-35,174,1,15,2,0,4,3,CHES
747,1105026,White-faced storm petrel,Pelagodroma marina,PELMAR,4,0,N,168,1975-12-28T00:00:00Z, 14:40:00,-35,174,1,15,2,0,4,3,CHES
751,1105027,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,5,0,N,169,1975-12-28T00:00:00Z, 15:00:00,-35,174,1,14,2,8,5,4,CHES
753,1105027,Australasian gannet AD,Morus serrator AD,MORSER AD,2,0,N,169,1975-12-28T00:00:00Z, 15:00:00,-35,174,1,14,2,8,5,4,CHES
754,1105027,Grey noddy,Procelsterna cerulea,PROCER,11,0,N,169,1975-12-28T00:00:00Z, 15:00:00,-35,174,1,14,2,8,5,4,CHES
755,1112001,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,0,N,170,1975-11-15T00:00:00Z, 17:37:00,-40,148,1,10,2,0,6,3,JOHN
757,1112001,Prion (unidentified),Pachyptila sp,PACSP,1,0,N,170,1975-11-15T00:00:00Z, 17:37:00,-40,148,1,10,2,0,6,3,JOHN
759,1112001,White-faced storm petrel,Pelagodroma marina,PELMAR,2,0,N,170,1975-11-15T00:00:00Z, 17:37:00,-40,148,1,10,2,0,6,3,JOHN
763,1112002,Black-browed albatross sensu lato JUV,Diomedea impavida / melanophrys JUV,DIOIMPMEL JUV,1,0,N,171,1975-11-17T00:00:00Z, 15:10:00,-45,151,1,11,1,0,2,4,JOHN
765,1112002,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,171,1975-11-17T00:00:00Z, 15:10:00,-45,151,1,11,1,0,2,4,JOHN
766,1112002,Gadfly petrel (unidentified),Pterodroma sp.,PTESP,1,0,N,171,1975-11-17T00:00:00Z, 15:10:00,-45,151,1,11,1,0,2,4,JOHN
769,1112002,Sooty shearwater,Puffinus griseus,PUFGRI,2,0,N,171,1975-11-17T00:00:00Z, 15:10:00,-45,151,1,11,1,0,2,4,JOHN
773,1112003,Black-browed albatross sensu lato JUV,Diomedea impavida / melanophrys JUV,DIOIMPMEL JUV,1,1,Y,172,1975-11-17T00:00:00Z, 17:30:00,-45,151,1,12,1,0,2,4,JOHN
774,1112003,Northern giant petrel,Macronectes halli,MACHAL,1,0,N,172,1975-11-17T00:00:00Z, 17:30:00,-45,151,1,12,1,0,2,4,JOHN
777,1112003,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,1,Y,172,1975-11-17T00:00:00Z, 17:30:00,-45,151,1,12,1,0,2,4,JOHN
778,1112003,Sooty shearwater,Puffinus griseus,PUFGRI,1,0,N,172,1975-11-17T00:00:00Z, 17:30:00,-45,151,1,12,1,0,2,4,JOHN
779,1112003,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1,0,N,172,1975-11-17T00:00:00Z, 17:30:00,-45,151,1,12,1,0,2,4,JOHN
782,1112004,Black-browed albatross sensu lato JUV,Diomedea impavida / melanophrys JUV,DIOIMPMEL JUV,1,0,N,173,1975-11-17T00:00:00Z, 16:05:00,-45,151,1,12,1,0,2,4,JOHN
783,1112004,Cape petrel,Daption capense,DAPCAP,1,1,Y,173,1975-11-17T00:00:00Z, 16:05:00,-45,151,1,12,1,0,2,4,JOHN
784,1112004,Prion (unidentified),Pachyptila sp,PACSP,2,0,N,173,1975-11-17T00:00:00Z, 16:05:00,-45,151,1,12,1,0,2,4,JOHN
785,1112004,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2,0,N,173,1975-11-17T00:00:00Z, 16:05:00,-45,151,1,12,1,0,2,4,JOHN
786,1112004,Sooty shearwater,Puffinus griseus,PUFGRI,2,0,N,173,1975-11-17T00:00:00Z, 16:05:00,-45,151,1,12,1,0,2,4,JOHN
787,1112005,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2,0,N,174,1975-11-18T00:00:00Z, 09:48:00,-48,158,1,12,2,0,2,3,JOHN
789,1112006,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,2,0,N,175,1975-11-18T00:00:00Z, 15:34:00,-49,159,1,12,2,0,5,3,JOHN
790,1112006,Black-browed albatross sensu lato JUV,Diomedea impavida / melanophrys JUV,DIOIMPMEL JUV,1,0,N,175,1975-11-18T00:00:00Z, 15:34:00,-49,159,1,12,2,0,5,3,JOHN
791,1112006,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,1,0,N,175,1975-11-18T00:00:00Z, 15:34:00,-49,159,1,12,2,0,5,3,JOHN
792,1112006,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,175,1975-11-18T00:00:00Z, 15:34:00,-49,159,1,12,2,0,5,3,JOHN
795,1112007,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,1,0,N,176,1975-11-18T00:00:00Z, 15:53:00,-49,159,1,12,2,0,6,4,JOHN
796,1112007,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,2,0,N,176,1975-11-18T00:00:00Z, 15:53:00,-49,159,1,12,2,0,6,4,JOHN
797,1112007,Gadfly petrel (unidentified),Pterodroma sp.,PTESP,2,0,N,176,1975-11-18T00:00:00Z, 15:53:00,-49,159,1,12,2,0,6,4,JOHN
815,1113002,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,0,N,180,1975-11-27T00:00:00Z, 14:55:00,-52.083333333333336,156.78333333333333,1,10,2,2,5,5,KERR
816,1113002,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,4,0,N,180,1975-11-27T00:00:00Z, 14:55:00,-52.083333333333336,156.78333333333333,1,10,2,2,5,5,KERR
817,1113002,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,2,0,N,180,1975-11-27T00:00:00Z, 14:55:00,-52.083333333333336,156.78333333333333,1,10,2,2,5,5,KERR
818,1113002,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,180,1975-11-27T00:00:00Z, 14:55:00,-52.083333333333336,156.78333333333333,1,10,2,2,5,5,KERR
820,1113003,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,3,0,N,181,1975-11-27T00:00:00Z, 19:20:00,-51.36666666666667,156.13333333333333,1,10,2,2,5,4,KERR
821,1113003,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,3,0,N,181,1975-11-27T00:00:00Z, 19:20:00,-51.36666666666667,156.13333333333333,1,10,2,2,5,4,KERR
822,1113003,Northern giant petrel,Macronectes halli,MACHAL,3,1,Y,181,1975-11-27T00:00:00Z, 19:20:00,-51.36666666666667,156.13333333333333,1,10,2,2,5,4,KERR
824,1113004,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,182,1975-11-28T00:00:00Z, 09:00:00,-49.416666666666664,154.4,1,11,2,4,5,4,KERR
825,1113005,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,0,N,183,1975-11-28T00:00:00Z, 13:18:00,-48.666666666666664,153.75,1,9.5,2,8,5,4,KERR
826,1113005,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,5,0,N,183,1975-11-28T00:00:00Z, 13:18:00,-48.666666666666664,153.75,1,9.5,2,8,5,4,KERR
827,1113005,White-headed petrel,Pterodroma lessonii,PTELES,2,0,N,183,1975-11-28T00:00:00Z, 13:18:00,-48.666666666666664,153.75,1,9.5,2,8,5,4,KERR
828,1113006,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,2,0,N,184,1975-11-28T00:00:00Z, 19:26:00,-47.8,153,1,9,2,4,8,5,KERR
829,1113007,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,1,0,N,185,1975-11-29T00:00:00Z, 08:25:00,-45.833333333333336,151.98333333333332,1,9,1,0,8,6,KERR
830,1113007,Cape petrel,Daption capense,DAPCAP,1,0,N,185,1975-11-29T00:00:00Z, 08:25:00,-45.833333333333336,151.98333333333332,1,9,1,0,8,6,KERR
831,1113007,Gadfly petrel (unidentified),Pterodroma sp.,PTESP,1,0,N,185,1975-11-29T00:00:00Z, 08:25:00,-45.833333333333336,151.98333333333332,1,9,1,0,8,6,KERR
832,1113007,Prion (unidentified),Pachyptila sp,PACSP,4,0,N,185,1975-11-29T00:00:00Z, 08:25:00,-45.833333333333336,151.98333333333332,1,9,1,0,8,6,KERR
833,1113007,Short-tailed / Sooty shearwater,Puffinus tenuirostris / griseus,PUFTENGRI,1,0,N,185,1975-11-29T00:00:00Z, 08:25:00,-45.833333333333336,151.98333333333332,1,9,1,0,8,6,KERR
834,1113008,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,4,0,N,186,1975-11-29T00:00:00Z, 13:03:00,-45.06666666666667,151.43333333333334,1,10,1,0,7,5,KERR
835,1113008,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,3,3,Y,186,1975-11-29T00:00:00Z, 13:03:00,-45.06666666666667,151.43333333333334,1,10,1,0,7,5,KERR
836,1113008,Cape petrel,Daption capense,DAPCAP,1,0,N,186,1975-11-29T00:00:00Z, 13:03:00,-45.06666666666667,151.43333333333334,1,10,1,0,7,5,KERR
837,1113008,Great-winged / Grey-faced petrel,Pterodroma macroptera macroptera / gouldi,PTEMACMACGOU,1,0,N,186,1975-11-29T00:00:00Z, 13:03:00,-45.06666666666667,151.43333333333334,1,10,1,0,7,5,KERR
838,1113008,White-headed petrel,Pterodroma lessonii,PTELES,2,0,N,186,1975-11-29T00:00:00Z, 13:03:00,-45.06666666666667,151.43333333333334,1,10,1,0,7,5,KERR
839,1113009,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,5,0,N,187,1975-11-29T00:00:00Z, 19:12:00,-44.25,150.46666666666667,1,11.2,0,0,4,4,KERR
840,1113009,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,1,0,N,187,1975-11-29T00:00:00Z, 19:12:00,-44.25,150.46666666666667,1,11.2,0,0,4,4,KERR
841,1113009,Mollymawk (unidentified),Thallassarche sp,THASP,1,0,N,187,1975-11-29T00:00:00Z, 19:12:00,-44.25,150.46666666666667,1,11.2,0,0,4,4,KERR
842,1113009,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,187,1975-11-29T00:00:00Z, 19:12:00,-44.25,150.46666666666667,1,11.2,0,0,4,4,KERR
843,1113010,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,0,N,188,1975-11-30T00:00:00Z, 09:15:00,-41.65,148.9,1,12,2,0,4,3,KERR
844,1113010,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,1,0,N,188,1975-11-30T00:00:00Z, 09:15:00,-41.65,148.9,1,12,2,0,4,3,KERR
845,1113010,Shearwater (unidentified),Puffinus sp.,PUFSP,3,0,N,188,1975-11-30T00:00:00Z, 09:15:00,-41.65,148.9,1,12,2,0,4,3,KERR
851,1114001,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,2,2,Y,190,1975-12-10T00:00:00Z, 13:10:00,-42,138,1,12,1,0,1,3,HAND
852,1114001,Prion (unidentified),Pachyptila sp,PACSP,2,0,N,190,1975-12-10T00:00:00Z, 13:10:00,-42,138,1,12,1,0,1,3,HAND
853,1114002,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,3,3,Y,191,1975-12-10T00:00:00Z, 17:05:00,-43,138,1,12,1,0,4,3,HAND
854,1114002,Great-winged / Grey-faced petrel,Pterodroma macroptera macroptera / gouldi,PTEMACMACGOU,1,1,Y,191,1975-12-10T00:00:00Z, 17:05:00,-43,138,1,12,1,0,4,3,HAND
855,1114002,Shearwater (unidentified),Puffinus sp.,PUFSP,9,0,N,191,1975-12-10T00:00:00Z, 17:05:00,-43,138,1,12,1,0,4,3,HAND
857,1114003,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,1,0,N,192,1975-12-11T00:00:00Z, 09:05:00,-46,135,1,11,2,6,3,3,HAND
858,1114004,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,1,1,Y,193,1975-12-11T00:00:00Z, 13:00:00,-47,134,1,12,2,4,5,4,HAND
862,1114006,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,4,0,N,195,1975-12-12T00:00:00Z, 09:05:00,-49,131,1,11,1,0,1,3,HAND
863,1114006,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,195,1975-12-12T00:00:00Z, 09:05:00,-49,131,1,11,1,0,1,3,HAND
864,1114007,White-headed petrel,Pterodroma lessonii,PTELES,1,0,N,196,1975-12-12T00:00:00Z, 13:00:00,-50,132,1,12,1,0,3,3,HAND
866,1114008,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,1,1,Y,197,1975-12-12T00:00:00Z, 16:51:00,-51,132,1,11,2,6,3,3,HAND
867,1114008,Shearwater (unidentified),Puffinus sp.,PUFSP,3,0,N,197,1975-12-12T00:00:00Z, 16:51:00,-51,132,1,11,2,6,3,3,HAND
868,1114009,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,1,0,N,198,1975-12-13T00:00:00Z, 09:05:00,-54,132,1,12,1,0,4,3,HAND
869,1114009,Fairy prion,Pachyptila turtur,PACTUR,12,0,N,198,1975-12-13T00:00:00Z, 09:05:00,-54,132,1,12,1,0,4,3,HAND
871,1114010,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,2,2,Y,199,1975-12-13T00:00:00Z, 13:00:00,-55,132,1,12,1,0,2,3,HAND
872,1114010,Sooty shearwater,Puffinus griseus,PUFGRI,5,0,N,199,1975-12-13T00:00:00Z, 13:00:00,-55,132,1,12,1,0,2,3,HAND
873,1114011,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,2,0,N,200,1975-12-13T00:00:00Z, 16:53:00,-56,132,1,12,2,0,2,3,HAND
874,1114011,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,2,2,Y,200,1975-12-13T00:00:00Z, 16:53:00,-56,132,1,12,2,0,2,3,HAND
876,1114012,Fairy prion,Pachyptila turtur,PACTUR,1,0,N,201,1975-12-14T00:00:00Z, 09:05:00,-58,128,1,11,2,0,0,3,HAND
877,1114013,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,1,1,Y,202,1975-12-14T00:00:00Z, 13:00:00,-59,127,1,12,2,0,2,3,HAND
878,1114013,Prion (unidentified),Pachyptila sp,PACSP,3,3,Y,202,1975-12-14T00:00:00Z, 13:00:00,-59,127,1,12,2,0,2,3,HAND
879,1114014,Giant petrel sensu lato SUBAD,Macronectes sp. SUBAD,MACSP SUBAD,1,1,Y,203,1975-12-14T00:00:00Z, 16:57:00,-59,125,1,12,1,0,3,3,HAND
880,1114014,Prion (unidentified),Pachyptila sp,PACSP,1,0,N,203,1975-12-14T00:00:00Z, 16:57:00,-59,125,1,12,1,0,3,3,HAND
884,1114018,Prion (unidentified),Pachyptila sp,PACSP,2,2,Y,207,1975-12-16T00:00:00Z, 09:00:00,-61,109.63333333333334,1,11,2,8,4,4,HAND
885,1114019,Prion (unidentified),Pachyptila sp,PACSP,7,7,Y,208,1975-12-16T00:00:00Z, 13:00:00,-61,108,1,11,2,8,3,4,HAND
886,1114019,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,1,Y,208,1975-12-16T00:00:00Z, 13:00:00,-61,108,1,11,2,8,3,4,HAND
888,1114021,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1,0,N,210,1975-12-17T00:00:00Z, 09:00:00,-61.25,100.15,1,10,2,2,5,4,HAND
889,1114021,Prion (unidentified),Pachyptila sp,PACSP,4,4,Y,210,1975-12-17T00:00:00Z, 09:00:00,-61.25,100.15,1,10,2,2,5,4,HAND
890,1114022,Blue petrel,Halobaena caerulea,HALCAE,1,0,N,211,1975-12-17T00:00:00Z, 13:00:00,-61,99,1,11,2,10,3,4,HAND
891,1114023,Cape petrel,Daption capense,DAPCAP,2,2,Y,212,1975-12-17T00:00:00Z, 16:55:00,-61,97,1,10,2,10,6,4,HAND
892,1114023,Prion (unidentified),Pachyptila sp,PACSP,1,0,N,212,1975-12-17T00:00:00Z, 16:55:00,-61,97,1,10,2,10,6,4,HAND
893,1114023,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,3,3,Y,212,1975-12-17T00:00:00Z, 16:55:00,-61,97,1,10,2,10,6,4,HAND
894,1114023,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1,1,Y,212,1975-12-17T00:00:00Z, 16:55:00,-61,97,1,10,2,10,6,4,HAND
895,1114024,Sooty albatross,Phoebetria fusca,PHOFUS,1,0,N,213,1975-12-18T00:00:00Z, 09:00:00,-61.016666666666666,92.21666666666667,1,11,1,0,3,3,HAND
896,1114024,Cape petrel,Daption capense,DAPCAP,4,4,Y,213,1975-12-18T00:00:00Z, 09:00:00,-61.016666666666666,92.21666666666667,1,11,1,0,3,3,HAND
897,1114024,Blue petrel,Halobaena caerulea,HALCAE,2,2,Y,213,1975-12-18T00:00:00Z, 09:00:00,-61.016666666666666,92.21666666666667,1,11,1,0,3,3,HAND
898,1114024,Prion (unidentified),Pachyptila sp,PACSP,5,1,Y,213,1975-12-18T00:00:00Z, 09:00:00,-61.016666666666666,92.21666666666667,1,11,1,0,3,3,HAND
899,1114024,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,4,4,Y,213,1975-12-18T00:00:00Z, 09:00:00,-61.016666666666666,92.21666666666667,1,11,1,0,3,3,HAND
901,1114025,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,2,2,Y,214,1975-12-18T00:00:00Z, 13:00:00,-61,91,1,11,2,0,3,4,HAND
902,1114025,Cape petrel,Daption capense,DAPCAP,1,1,Y,214,1975-12-18T00:00:00Z, 13:00:00,-61,91,1,11,2,0,3,4,HAND
903,1114025,Prion (unidentified),Pachyptila sp,PACSP,6,6,Y,214,1975-12-18T00:00:00Z, 13:00:00,-61,91,1,11,2,0,3,4,HAND
904,1114025,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,5,5,Y,214,1975-12-18T00:00:00Z, 13:00:00,-61,91,1,11,2,0,3,4,HAND
905,1114026,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1,0,N,215,1975-12-18T00:00:00Z, 16:55:00,-61,89,1,11,2,0,4,3,HAND
906,1114026,Cape petrel,Daption capense,DAPCAP,3,0,N,215,1975-12-18T00:00:00Z, 16:55:00,-61,89,1,11,2,0,4,3,HAND
907,1114026,Prion (unidentified),Pachyptila sp,PACSP,16,0,N,215,1975-12-18T00:00:00Z, 16:55:00,-61,89,1,11,2,0,4,3,HAND
908,1114026,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,5,0,N,215,1975-12-18T00:00:00Z, 16:55:00,-61,89,1,11,2,0,4,3,HAND
911,1114027,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,11,11,Y,216,1975-12-19T00:00:00Z, 09:00:00,-60.5,85.25,1,12,2,0,0,1,HAND
913,1114028,Prion (unidentified),Pachyptila sp,PACSP,2,0,N,217,1975-12-19T00:00:00Z, 13:00:00,-60,85,1,5,2,11,0,3,HAND
915,1114029,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1,0,N,218,1975-12-19T00:00:00Z, 16:57:00,-59,84,1,11,2,0,3,3,HAND
916,1114029,Prion (unidentified),Pachyptila sp,PACSP,25,0,N,218,1975-12-19T00:00:00Z, 16:57:00,-59,84,1,11,2,0,3,3,HAND
